Id,SalePrice
1461,123390.53258922245
1462,160214.85687840957
1463,183426.75794721273
1464,193070.58620446865
1465,194560.22224910546
1466,177624.99375793693
1467,177317.65966469058
1468,170932.0600587033
1469,182407.75107869672
1470,119050.87016727049
1471,197963.71354948386
1472,87649.06582427715
1473,95141.9552709193
1474,154881.57216085045
1475,111632.09561333367
1476,370214.8919874895
1477,257008.79489111717
1478,283947.8976414728
1479,289479.15299925406
1480,517623.13506418915
1481,325773.06556208886
1482,203644.4754453721
1483,178405.59502292753
1484,167063.92457602365
1485,181183.4373912361
1486,191619.12647600335
1487,349931.49494462874
1488,237285.84294156556
1489,196980.5045229084
1490,223453.28516888822
1491,194322.25210217398
1492,100596.00379416939
1493,171380.223879423
1494,310772.8721148356
1495,292260.3328884236
1496,238563.07515275682
1497,180671.00324978997
1498,159577.37574885273
1499,151409.74267046605
1500,158965.39243620352
1501,171582.3211824701
1502,154726.2094099331
1503,289829.0252290147
1504,230161.09192200398
1505,222627.20630916784
1506,176949.01828053495
1507,250815.0387267753
1508,193600.11513161642
1509,152243.48887368207
1510,148456.33300044655
1511,155080.05062061583
1512,174261.2857706185
1513,137317.6333419016
1514,151606.19224936442
1515,190806.1742392685
1516,147197.05235851923
1517,162246.09817340737
1518,133256.06556993996
1519,218202.69265796465
1520,135045.62499074335
1521,138817.2400024975
1522,173064.2114055476
1523,112405.69508771105
1524,121878.14541094271
1525,123826.8971500061
1526,125695.21955824688
1527,101105.67256697471
1528,132144.93962836664
1529,150758.23392135542
1530,173397.51106415407
1531,107410.54952863633
1532,101212.0311185547
1533,149328.60831727658
1534,127944.49980327667
1535,154904.06275419012
1536,107114.76367562004
1537,71520.6843010427
1538,140936.3650625518
1539,181125.33368203227
1540,114731.46255514146
1541,137844.34429810036
1542,146346.99614998992
1543,190637.3378055828
1544,75924.54399182109
1545,103661.36048147995
1546,131071.08531011968
1547,135346.51361210464
1548,130420.50339145109
1549,116286.9232499627
1550,135985.72306839118
1551,106481.63680091145
1552,141000.27091975432
1553,152545.1291920463
1554,115679.32890130802
1555,168441.7779703046
1556,86105.81444608865
1557,110534.85779087272
1558,98101.4736309633
1559,81141.32380813123
1560,137045.44206006042
1561,135825.96716468176
1562,129717.27593363664
1563,119518.36659146193
1564,168525.10131916223
1565,151392.23467586027
1566,230918.6806892859
1567,78376.57807283563
1568,235734.00562560573
1569,143733.42782765793
1570,135680.01332271862
1571,125812.48398943101
1572,144140.27977738116
1573,231436.8368852342
1574,107631.23906027873
1575,216764.13711222287
1576,242155.3434471919
1577,185520.57555358644
1578,141836.04789782493
1579,142191.42404872598
1580,190442.93496237395
1581,146534.73160523927
1582,128235.33097355579
1583,327724.57737570745
1584,231178.57374897494
1585,144847.48817907608
1586,81031.522450581
1587,100929.75292109279
1588,147231.5302196838
1589,100411.34740436684
1590,137606.58620015043
1591,101819.42678225019
1592,130767.85896366365
1593,119534.55998868855
1594,121310.83633368264
