Id,SalePrice
1461,125621.26438749285
1462,155221.64132555338
1463,183022.86713239446
1464,182693.91951189784
1465,194010.08458592615
1466,178314.19518537234
1467,176497.40588563864
1468,167353.82180772614
1469,180653.61579512933
1470,128709.79713769609
1471,204329.3765043238
1472,95030.62394401059
1473,98965.76117500867
1474,151649.61513013096
1475,122755.1804085106
1476,377617.42535880243
1477,263075.98675856093
1478,295666.3580471872
1479,292684.6406922769
1480,488572.57233296614
1481,313425.6451374278
1482,200984.33071732376
1483,177650.08067252382
1484,172535.70882905828
1485,183202.62489420926
1486,196365.36783520636
1487,324571.68687841797
1488,239008.97858105635
1489,201919.67163278404
1490,221232.19797303545
1491,193446.65364776584
1492,92736.33146572302
1493,176499.33221326425
1494,297267.3254632005
1495,284105.9393707353
1496,249512.4818736831
1497,187189.12595162546
1498,161255.19141161995
1499,158744.76656058594
1500,151050.2337610473
1501,171793.9152356182
1502,157023.15363669774
1503,294750.8552265208
1504,223331.7699074736
1505,218118.8196567765
1506,182982.0825245209
1507,238981.89405508284
1508,194928.38268498876
1509,164058.9390947827
1510,148519.1749707596
1511,151820.87324750877
1512,169816.057455964
1513,142837.89622599693
1514,153513.5231465157
1515,194491.85821380056
1516,150932.6230107594
1517,159026.0160361709
1518,134850.30995469383
1519,233249.31141792613
1520,138370.87712722874
1521,140257.50135150837
1522,165447.40020111116
1523,120502.69060987786
1524,123859.5691150218
1525,126081.62625059487
1526,122606.82412851242
1527,109301.45578168634
1528,126532.11137828341
1529,144354.58788250998
1530,170624.2740001736
1531,111800.33158746683
1532,101042.63830349086
1533,146380.9674759017
1534,125504.31041957419
1535,152000.12916293574
1536,113033.14015922976
1537,78728.57510785143
1538,148436.07253064794
1539,186524.56910896106
1540,97075.05885786466
1541,140246.12231725888
1542,139758.3090679699
1543,195406.33821476603
1544,85626.42816677732
1545,99087.60620469491
1546,125706.70473634398
1547,128299.87299296378
1548,129697.15872444052
1549,111613.89828830434
1550,136549.9086406531
1551,116742.83518977428
1552,132511.92464447365
1553,152032.78315248244
1554,117562.88042633039
1555,164654.46769247347
1556,83149.85471122913
1557,110938.57304404002
1558,100847.13383340657
1559,82682.61312241835
1560,135014.0364728318
1561,126310.58904847181
1562,130518.32277334233
1563,125752.07945538287
1564,163614.8581425725
1565,152320.4335230541
1566,220410.0508542393
