Id,SalePrice
1461,125363.8506938648
1462,152188.42596783114
1463,181501.403328127
1464,186383.25764422107
1465,193614.80018795797
1466,185620.24466391173
1467,171013.18579205737
1468,176148.65794147959
1469,179748.26772157746
1470,128943.05564575217
1471,203642.93595129086
1472,100740.30383112302
1473,105033.79721492251
1474,151709.94927390423
1475,123952.92460922293
1476,340644.67802042235
1477,250297.17654291546
1478,302641.18147215544
1479,296913.2299606558
1480,389271.6541102158
1481,302925.4824131825
1482,206056.0676462888
1483,187138.5984717675
1484,176686.20373518564
1485,180568.69740274563
1486,199486.07640780354
1487,297811.8804987435
1488,239950.35243001478
1489,197787.33076550078
1490,213939.3592393819
1491,197630.82414099755
1492,104860.60834136567
1493,179694.5539954318
1494,285053.1463708468
1495,275072.3727483077
1496,228748.81939859592
1497,184070.98877267656
1498,162750.66688757122
1499,161158.0126158174
1500,162944.39670221708
1501,170186.54109854254
1502,163525.37007161416
1503,256402.35098334937
1504,218509.61683156207
1505,219735.92312047575
1506,181302.2616036268
1507,239443.06471280506
1508,192204.63064894162
1509,156704.17742539558
1510,148596.85046654122
1511,148610.77031451304
1512,171087.58215078947
1513,148712.25975489256
1514,152759.86798597674
1515,184770.0114523009
1516,154325.61685132104
1517,148370.82565523378
1518,142113.60414817458
1519,221967.50317352783
1520,137744.67404911324
1521,139455.1082177359
1522,162507.0733907396
1523,119507.93777042901
1524,120865.93088889009
1525,126330.11736405401
1526,125486.99847031126
1527,112587.21575401528
1528,125425.05953310216
1529,140946.3072505043
1530,165410.6357176501
1531,133437.19629243054
1532,105514.63045283851
1533,139411.7335688737
1534,120547.89212078256
1535,147662.70298240244
1536,120712.26327073935
1537,101913.04800351417
1538,141859.5908520754
1539,181042.17396920524
1540,124207.79773145456
1541,138121.50918892125
1542,136122.3691031979
1543,173634.4182792067
1544,89330.9087752399
1545,105008.50291892498
1546,125550.16977835915
1547,134240.8979800504
1548,124755.97506741344
1549,113554.86347893487
1550,137410.31362508243
1551,119808.07764850881
1552,146463.22351886437
1553,140186.3926611112
1554,115756.19020117552
1555,165945.89234250545
1556,102173.34055340994
1557,118353.01437058298
1558,103417.91962495689
1559,117198.88256586128
1560,140305.42870468248
1561,142138.5053023514
1562,128258.99774973051
1563,123431.14270819104
1564,162928.51963376717
1565,154320.90512724826
1566,202081.92623661365
1567,96663.88138007691
1568,214975.5548711065
1569,156747.68854909923
1570,137347.43108568725
1571,124608.17729077661
1572,140809.3088193672
1573,224231.1314219067
1574,134836.79599278735
1575,202952.79397266122
1576,227599.97479650986
1577,193613.75088085653
1578,148873.96108838817
1579,146289.66145615702
1580,189738.3363684247
1581,138289.94004082854
1582,127459.22565239634
1583,311982.29775628966
1584,232512.4294877713
1585,146296.2130608527
1586,90316.62014499541
1587,112884.71187335365
1588,139769.0036843729
1589,110281.65327052934
1590,132840.23801844765
1591,103300.49153897227
1592,131591.17177571857
1593,119969.3555554203
1594,126619.82547833667
1595,131319.53113607402
1596,199303.2668153648
1597,169140.1499576691
1598,181342.46892176347
1599,161629.92947246754
1600,176818.83604091438
1601,85078.61281778112
1602,114220.10740998846
1603,103847.92554431873
1604,265867.08026122703
1605,238217.6544540642
1606,162386.81887191796
1607,168070.6214641716
1608,213864.02692700102
1609,189624.83219877796
1610,164213.36874692136
1611,148663.53255942516
1612,190266.96511341067
1613,180084.47236072834
1614,120541.56055981148
1615,93590.15725896084
1616,89909.93623265272
1617,98425.62328210163
1618,123551.48519003855
1619,138449.7272157061
1620,180234.28216856153
1621,143715.89728515965
1622,143689.43088127262
1623,257553.39849056417
1624,221759.7033088896
1625,127345.09448877133
1626,167108.60344630457
1627,184806.80730087328
1628,265357.33172960026
1629,173373.53605432305
1630,290407.0202516661
1631,196376.6103700557
1632,230066.4955937302
1633,172900.1895173165
1634,187619.18111757192
1635,183792.00552370428
1636,168596.4958554168
1637,180762.35523503023
1638,195815.80750102655
1639,185327.42204537627
1640,231402.63774064308
1641,178224.9409859764
1642,217186.87252471477
1643,217382.75256805055
1644,216354.96670339713
1645,188089.86403538508
1646,156002.83006462757
1647,160810.99449203862
1648,140931.4369683013
1649,137469.1314835771
1650,124808.92343282324
1651,123768.84877997029
1652,100570.88253100499
1653,100988.75897062563
1654,153840.96270807876
1655,146939.7905943306
1656,150113.97581777297
1657,152564.79769197066
1658,154113.46888753405
1659,128412.5261565815
1660,150878.20506292567
1661,380848.1987484499
1662,321025.46741975244
1663,359869.2070786693
1664,383246.1266294964
1665,308837.88277097547
1666,317101.0109685068
1667,324579.7057617057
1668,323261.26849961234
1669,275547.13338702195
1670,325706.8819303331
1671,265416.6952047034
1672,368059.8691152172
1673,292654.075014203
1674,249713.78419053231
1675,197368.44875097048
1676,197531.30380606191
1677,207945.16821228803
1678,380215.0072473477
1679,364201.97070757044
1680,304790.4008059804
1681,241688.82021614973
1682,303950.18632872315
1683,195870.20071486538
1684,184086.53878142353
1685,182062.29229826923
1686,181932.9649307428
1687,174529.4250016594
1688,193994.32372029306
1689,193901.52337704378
1690,191083.23204176652
1691,183441.70524220628
1692,242068.24427945237
1693,174011.61975643528
1694,182101.07071653046
1695,171371.46053063162
1696,258629.79598371324
1697,168174.022786061
1698,316507.9287562578
1699,313169.73217102676
1700,239953.47774194606
1701,260078.50520462845
1702,255843.98221304524
1703,257113.27960915357
1704,280919.46673748567
1705,231365.7818589642
1706,358729.37752656016
1707,208096.47689892238
1708,205262.5101218209
1709,253974.21772552218
1710,220584.5448984628
1711,253801.90296647974
1712,259462.53291463718
1713,267880.28591648524
1714,218267.55055472138
1715,198646.8676067447
1716,176395.9613591394
1717,164099.9799163503
1718,131476.6813114178
1719,203637.52847885212
1720,236638.62380412803
1721,163282.51191176753
1722,127058.25872837554
1723,156379.9521377006
1724,212875.1693289706
1725,224082.82793215863
1726,190424.15318916793
1727,182693.70060310062
1728,190600.2515083842
1729,163058.21199860444
1730,149931.38895569972
1731,127457.96409090255
1732,130282.70667143243
1733,126098.11057565153
1734,130322.27608047356
1735,133642.85324021382
1736,124982.76154926456
1737,266900.79279716057
1738,213082.53329009534
1739,249820.63506817812
1740,228936.92311954137
1741,184569.87681330967
1742,169176.91515296855
1743,174717.81344235688
1744,261418.81866023544
1745,201508.43408188078
1746,194438.38194297042
1747,198269.6517982477
1748,205385.10153597302
1749,162339.69861649157
1750,140108.06229551125
1751,212378.18867110717
1752,123259.75264266026
1753,154984.32834863078
1754,193005.12325104387
1755,166712.67135284658
1756,124832.45647602381
1757,122548.94782560908
1758,148740.38226116137
1759,160456.25503534666
1760,162686.1974617494
1761,152755.25918095032
1762,173560.8191168939
1763,167502.73504336743
1764,122029.72176221726
1765,169341.69417661204
1766,172618.3192242999
1767,195554.15692918698
1768,139635.98878187657
1769,163488.29287508718
1770,139610.7145647895
1771,134211.75081473883
1772,140520.67270362045
1773,137577.04079120373
1774,153710.44606525413
1775,133104.05970121565
1776,117450.94186328759
1777,112860.99908391802
1778,129290.87024577682
1779,124191.97885062748
1780,161422.65781618486
1781,132485.148315277
1782,106035.05096350507
1783,137553.41729126405
1784,107292.75532597293
1785,121887.78410353774
1786,152201.72818822242
1787,157354.94548723308
1788,82813.48563741974
1789,104978.03623772824
1790,99794.9543642305
1791,176187.0137057767
1792,147644.61297893553
1793,144133.40031524457
1794,135193.54788041709
1795,133598.44226252707
1796,125759.65645778258
1797,119946.47287765426
1798,128342.53157214365
1799,108604.92646776224
1800,128503.17329865863
1801,130851.7919099751
1802,134569.95232968504
1803,155971.65335007026
1804,140781.83972527765
1805,136660.01871830638
1806,119743.7381361909
1807,137492.5268458344
1808,123583.0663891784
1809,122949.96177448057
1810,138316.81681453195
1811,113930.97113136372
1812,110818.81487031162
1813,119914.14534566912
1814,103145.07802314346
1815,79777.21554170191
1816,103372.4213644227
1817,133617.09714218043
1818,142928.09439567017
1819,120928.81293594486
1820,88085.68137317343
1821,119656.83004232385
1822,146853.8639374126
1823,80599.49176695767
1824,130445.02444767336
1825,130320.00708191513
1826,108699.4174088648
1827,110399.55638386837
1828,131142.05717527666
1829,117602.0275255182
1830,137639.3842011483
1831,143649.3664509999
1832,119768.40633679145
1833,143292.30150991087
1834,126094.79863129609
1835,137229.31561211546
1836,128291.54115483805
1837,100427.64792202116
1838,126227.24423678823
1839,97798.98490462324
1840,137254.75322835863
1841,134447.76602363607
1842,99402.60611207593
1843,142596.65621502014
1844,139331.20230013662
1845,143004.56259461466
1846,153441.9150966213
1847,160079.9009075009
1848,76378.87053407029
1849,119903.53962328013
1850,125140.93398680116
1851,147685.44515803133
1852,128303.51023874483
1853,139252.2389468352
1854,166358.73097777736
1855,155690.70241944504
1856,218125.73458616095
1857,158255.16886319214
1858,140754.35364270574
1859,127457.79326440193
1860,150047.68221209108
1861,127334.48852731462
1862,246757.6896503951
1863,241454.51103634323
1864,241454.51103634323
1865,301250.1405554882
1866,315108.80706616194
1867,232026.88444520434
1868,290507.42357992695
1869,202230.4687464634
1870,213664.60801251864
1871,251366.30046394907
1872,183650.62235377362
1873,225090.62487299833
1874,139555.21112577172
1875,196332.01936325151
1876,192528.13862926926
1877,211147.9193423579
1878,219146.13707642703
1879,131052.30425663978
1880,135638.02630819296
1881,244947.8025607629
1882,249958.6898105064
1883,199022.60498884742
1884,207018.7090522246
1885,233442.97781579092
1886,285304.59277667326
1887,204577.65666366494
1888,261633.98791400317
1889,178173.42044851877
1890,132468.1758054083
1891,138966.39516722306
1892,115911.72626582644
1893,132686.8972826229
1894,135155.86730212966
1895,147877.60337144043
1896,123182.68946897556
1897,123831.59656226439
1898,116052.62865203891
1899,137605.40121256225
1900,125139.96934851537
1901,147877.20520358652
1902,135528.88097286248
1903,180773.1274674793
1904,136160.42284428392
1905,181572.23891660132
1906,152797.65579979826
1907,186426.11047072883
1908,120054.66207636269
1909,137475.27006329343
1910,129573.20383241728
1911,184637.75893054839
1912,245725.6525592522
1913,156916.58315231072
1914,82624.74518218102
1915,283546.4466105722
1916,93550.22907091926
1917,245546.63454837984
1918,134928.77485379283
1919,156849.3630384056
1920,173435.7014420339
1921,343017.60616103344
1922,293195.2556785426
1923,194791.85659651252
1924,225499.42030417177
1925,213045.8051182634
1926,358935.26688105555
1927,135370.532914838
1928,165004.33053492525
1929,120002.33814762851
1930,135894.76587548427
1931,145843.5059102655
1932,142573.96142385798
1933,172312.85377051056
1934,180278.4153430082
1935,176903.91342516494
1936,183141.67435725924
1937,182819.68383388763
1938,182820.5466737257
1939,234937.6926251245
1940,192979.1487280467
1941,183149.14395842166
1942,189446.6723740516
1943,195995.59627893043
1944,308407.03885554045
1945,346982.78353354067
1946,163584.63222331164
1947,282045.11315840855
1948,169787.73801981617
1949,236232.05423368726
1950,169366.29811077123
1951,235033.53895066492
1952,215787.64415689817
1953,169473.61522545767
1954,187120.28351046867
1955,134164.7386753833
1956,252112.18059748778
1957,161964.7811146276
1958,292861.6385400826
1959,146788.58848325934
1960,119335.7507029638
1961,126131.90933934397
1962,100565.96244172093
1963,103479.01053259496
1964,111771.08835494118
1965,148973.88379851513
1966,144799.91685770432
1967,276710.6068101657
1968,359283.31843899086
1969,364548.4098870114
1970,375304.3972915736
1971,356168.6210596485
1972,331946.6981026194
1973,257181.59854216565
1974,299676.1355301364
1975,369330.4807328222
1976,264550.0897332456
1977,327542.8339011795
1978,330734.7797507453
1979,312380.6660585814
1980,200513.7640466507
1981,315574.14693914243
1982,213905.98255444632
1983,210690.65652525533
1984,175641.27821272382
1985,212456.09773808296
1986,218006.5035734495
1987,184744.57979525643
1988,187458.88771583678
1989,196979.5480121061
1990,216615.2508560651
1991,209523.1686101951
1992,206986.97246117616
1993,180996.5731383129
1994,226290.33637173742
1995,184073.4773009868
1996,252263.31733202888
1997,304253.82011607016
1998,316441.44120913796
1999,244247.00350673383
2000,295693.46711810987
2001,270795.8589039596
2002,239564.7108019622
2003,247449.22243713436
2004,256833.2868497492
2005,220851.71062685645
2006,208006.72947193324
2007,253358.32298890254
2008,199252.210400822
2009,194583.08572306985
2010,198276.0425130632
2011,135949.22094349397
2012,184464.58401577483
2013,188179.09634366177
2014,192433.77849135143
2015,195357.260861575
2016,194833.55101389321
2017,200444.20966534474
2018,131284.926361346
2019,131879.07647191454
2020,119799.00812270754
2021,120080.35794087115
2022,173916.16637919852
2023,149790.65048753863
2024,244250.71742881386
2025,307088.4826045328
2026,185641.7716996289
2027,159298.01921728702
2028,160670.32317212387
2029,167522.89551531756
2030,258477.12499048785
2031,210231.31839242735
2032,223294.306072744
2033,243381.8540000037
2034,166723.10623994668
2035,199215.45304983368
2036,183242.53413665743
2037,188487.8474436294
2038,246821.62111651563
2039,194277.1695184622
2040,258567.09008400937
2041,235670.8459080989
2042,200626.75853108356
2043,165282.8691591522
2044,174570.0886586286
2045,200527.61569636964
2046,143663.41730316496
2047,147248.80794229903
2048,134333.97266026636
2049,144573.977841288
2050,168431.21231936695
2051,114872.77288506828
2052,136499.61357274346
2053,142424.05114727482
2054,96577.34626743256
2055,161260.51340001155
2056,138256.66637527756
2057,129832.78124492757
2058,210884.26494917128
2059,138178.24382295294
2060,161043.98756587435
2061,170153.5271479295
